campaign_id,campaign_name,channel,start_date,end_date,budget_usd,spend_usd,impressions,clicks,ctr,conversions,conversion_rate,revenue_usd,roi_pct,target_audience
CMP-3876,Winter Blast 2022,Search Ads,2022-02-05,2022-03-20,21284.07,13245.02,414738,19193,4.63,815,4.25,97056.34,632.78,25-34 Professionals
CMP-3877,Mega Event 2024,Search Ads,2024-01-21,2024-03-18,11915.98,11797.28,473525,9438,1.99,893,9.46,132379.56,1022.12,Small Business
CMP-3878,Launch Special 2022,Influencer,2022-09-20,2022-10-28,25596.88,18869.45,152670,6182,4.05,853,13.8,125144.61,563.21,Small Business
CMP-3879,Holiday Promo 2024,Display Ads,2024-07-05,2024-08-26,15989.81,14640.51,282468,6266,2.22,90,1.44,16544.96,13.01,18-24 Urban
CMP-3880,Spring Blast 2024,Search Ads,2024-08-23,2024-11-19,41937.12,39784.98,135213,1969,1.46,153,7.77,6699.67,-83.16,35-44 Parents
CMP-3881,Fall Event 2022,Podcast,2022-09-10,2022-10-05,12129.78,10890.83,473007,25659,5.42,2617,10.2,125874.2,1055.78,18-24 Urban
CMP-3882,Exclusive Campaign 2023,Social Media,2023-01-06,2023-03-09,2001.58,1709.37,77846,746,0.96,95,12.73,3860.33,125.83,18-24 Urban
CMP-3883,Fall Drive 2024,Direct Mail,2024-03-01,2024-05-21,45535.19,39912.32,253478,14327,5.65,1069,7.46,57579.57,44.27,45-54 Homeowners
CMP-3884,Flash Deal 2025,Search Ads,2025-09-23,2025-12-20,24475.42,16697.56,216344,12945,5.98,392,3.03,39044.47,133.83,35-44 Parents
CMP-3885,Holiday Blast 2024,Display Ads,2024-11-20,2024-11-29,40762.63,28809.58,369918,8048,2.18,758,9.42,75057.92,160.53,18-24 Urban
CMP-3886,Exclusive Promo 2025,Podcast,2025-08-22,2025-11-05,22072.7,21038.9,309769,24533,7.92,2039,8.31,251219.41,1094.07,55+ Retirees
CMP-3887,Spring Campaign 2023,Social Media,2023-10-16,2023-12-04,35238.09,31204.99,409799,11885,2.9,449,3.78,78508.84,151.59,18-24 Urban
CMP-3888,Mega Special 2022,Search Ads,2022-12-21,2023-01-22,11351.14,8566.09,88956,4190,4.71,209,4.99,7142.47,-16.62,Students
CMP-3889,Mega Campaign 2024,Email,2024-08-23,2024-11-21,2947.54,2883.88,316738,7115,2.25,789,11.09,110958.69,3747.55,45-54 Homeowners
CMP-3890,Summer Special 2024,Email,2024-06-03,2024-07-21,22798.1,17540.29,277298,13807,4.98,423,3.06,57992.17,230.62,25-34 Professionals
CMP-3891,Holiday Event 2022,Podcast,2022-03-21,2022-04-07,27338.72,26901.17,147369,861,0.58,99,11.5,15409.6,-42.72,18-24 Urban
CMP-3892,Spring Deal 2023,Search Ads,2023-03-28,2023-06-14,4748.91,4553.06,56120,2316,4.13,109,4.71,7886.98,73.22,45-54 Homeowners
CMP-3893,Flash Deal 2022,Direct Mail,2022-10-19,2023-01-01,18816.77,13056.66,258496,6109,2.36,186,3.04,4547.11,-65.17,35-44 Parents
CMP-3894,Flash Event 2022,Influencer,2022-04-13,2022-06-18,8747.07,8449.27,434057,31803,7.33,1397,4.39,249352.11,2851.17,35-44 Parents
CMP-3895,Launch Campaign 2025,Podcast,2025-08-25,2025-09-13,47038.93,36415.57,198699,4297,2.16,258,6.0,23268.2,-36.1,55+ Retirees
CMP-3896,Holiday Blast 2023,Direct Mail,2023-01-16,2023-02-09,13087.7,11666.87,311974,2902,0.93,367,12.65,64300.35,451.14,35-44 Parents
CMP-3897,Spring Push 2024,Video Ads,2024-04-18,2024-05-23,43891.11,31726.13,162030,7627,4.71,83,1.09,3325.82,-89.52,Small Business
CMP-3898,Fall Event 2025,Direct Mail,2025-09-04,2025-11-17,30748.33,18582.79,317264,6950,2.19,510,7.34,82239.35,342.56,Students
CMP-3899,Flash Deal 2023,Social Media,2023-10-12,2024-01-09,37882.36,28853.72,286705,22932,8.0,2764,12.05,152122.24,427.22,18-24 Urban
CMP-3900,Premium Blast 2024,Search Ads,2024-08-08,2024-08-28,23171.92,14108.98,189352,5543,2.93,84,1.52,8142.32,-42.29,45-54 Homeowners
CMP-3901,Mega Push 2022,Podcast,2022-06-07,2022-07-17,44372.31,38708.45,419193,6945,1.66,216,3.11,39925.65,3.14,Enterprise
CMP-3902,Premium Deal 2024,Direct Mail,2024-03-19,2024-05-23,17778.17,11240.3,113339,3111,2.74,364,11.7,52696.21,368.81,35-44 Parents
CMP-3903,Mega Promo 2023,Search Ads,2023-04-20,2023-06-16,35452.88,29339.06,218849,12143,5.55,880,7.25,160380.75,446.65,18-24 Urban
CMP-3904,Holiday Sale 2023,Video Ads,2023-06-19,2023-08-10,49251.45,39275.27,410632,14681,3.58,1890,12.87,256146.58,552.18,Small Business
CMP-3905,Launch Promo 2022,Social Media,2022-03-04,2022-04-30,39524.99,38324.7,318668,5575,1.75,703,12.61,108884.02,184.11,Small Business
CMP-3906,Exclusive Promo 2025,Display Ads,2025-09-14,2025-11-07,21726.54,21470.17,425457,32797,7.71,3158,9.63,143174.99,566.86,Enterprise
CMP-3907,Winter Drive 2022,Display Ads,2022-10-22,2022-12-01,34220.6,20679.73,375746,9381,2.5,725,7.73,134466.16,550.23,Small Business
CMP-3908,Mega Drive 2022,Social Media,2022-04-21,2022-05-17,31451.86,24705.99,207590,15999,7.71,2295,14.34,324898.15,1215.06,55+ Retirees
CMP-3909,Flash Promo 2022,Video Ads,2022-07-03,2022-08-08,16186.52,15985.03,106177,6019,5.67,570,9.47,65150.67,307.57,25-34 Professionals
CMP-3910,Winter Offer 2022,Influencer,2022-12-28,2023-01-06,42208.27,26454.1,406457,19769,4.86,1262,6.38,240842.23,810.42,35-44 Parents
CMP-3911,Flash Push 2023,Video Ads,2023-04-28,2023-07-02,46633.91,39956.72,167565,12493,7.46,936,7.49,39279.93,-1.69,Students
CMP-3912,Fall Promo 2023,Search Ads,2023-01-26,2023-04-07,43759.05,26425.49,277296,3698,1.33,465,12.57,39136.87,48.1,55+ Retirees
CMP-3913,Mega Offer 2022,Video Ads,2022-02-12,2022-04-21,21444.1,16403.7,279122,9312,3.34,1120,12.03,146160.57,791.02,Small Business
CMP-3914,Holiday Deal 2023,Direct Mail,2023-02-17,2023-03-27,26086.19,20407.56,111989,1591,1.42,195,12.26,32777.58,60.61,18-24 Urban
